YEAR,TRIFD,FRS_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,State,ZIP,LATITUDE,LONGITUDE,HORIZONTAL_DATUM,PARENT_CO_NAME,PARENT_CO_DB_NUM,STANDARD_PARENT_CO_NAME,FEDERAL_FACILITY,INDUSTRY_SECTOR_CODE,INDUSTRY_SECTOR,DOC_CTRL_NUM,CHEMICAL,ELEMENTAL_METAL_INCLUDED,TRI_CHEMICAL_COMPOUND_ID,CLEAN_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,UNIT_OF_MEASURE,FUGITIVE_AIR,STACK_AIR,WATER,UNDERGROUND,UNDERGROUND_CL_I,UNDERGROUND_C_II_V,LANDFILL,RCRA_C_LANDFILL,OTHER_LANDFILLS,SURFACE_IMPNDMNT,RCRA_SURFACE_IM,OTHER_SURFACE_I,OTHER_DISPOSAL,ON_SITE_RELEASE_TOTAL,POTW_TOTAL_TRANSFERS,OFF_SITE_RELEASE_TOTAL,OFF_SITE_RECYCLED_TOTAL,OFF_SITE_ENERGY_RECOVERY_T,OFF_SITE_TREATED_TOTAL,UNCLASSIFIED,TOTAL_TRANSFER,TOTAL_RELEASES,RELEASES
2014,76065HLNMT1600D,110001867114,HOLCIM (US) INC.,1800 DOVE LN,MIDLOTHIAN,ELLIS,TX,76065,32.512975,-96.971099,NAD83,HOLCIM PARTICIPATIONS (US) INC,81260273.0,HOLCIM PARTICIPATIONS (US) INC,NO,327,Nonmetallic Mineral Product,1314212623084,Formaldehyde,NO,0000050000,YES,TRI,NO,Non_Metal,YES,Pounds,5.0,25969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25974.0,0.0
2014,78407CTGRF4809U,110000465005,CITGO REFINING & CHEMICALS CO LP-DEEP SEA TERMINAL,4809 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407,27.80382,-97.44441,NAD83,PDV HOLDING INC.,119272531.0,PDV HOLDING INC,NO,4247,Petroleum Bulk Terminals,1314212772952,Naphthalene,NO,0000091203,YES,TRI,NO,Non_Metal,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,77037XXNCS8700N,110064203115,EXXON MOBIL CORP NORTH HOUSTON TERMINAL,8700 N FWY,HOUSTON,HARRIS,TX,77037,29.93489,-95.36619,NAD83,EXXON MOBIL CORP,1213214.0,EXXON MOBIL CORP,NO,4247,Petroleum Bulk Terminals,1314212880468,Benzene,NO,0000071432,YES,TRI,NO,Non_Metal,YES,Pounds,30.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0
2014,79415GFFRD1624M,110002135270,FORTERRA PRESSURE PIPE - LUBBOCK,1624 MARSHALL ST,LUBBOCK,LUBBOCK,TX,79403,33.61411,-101.85466,NAD83,FORTERRA,47663716.0,FORTERRA INC,NO,327,Nonmetallic Mineral Product,1314212899708,Lead,NO,0007439921,NO,PBT,YES,Elemental metals,YES,Pounds,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
2014,79086DMNDSSTARR,110000465719,DIAMOND SHAMROCK REFINING CO LP,6701 FM 119,SUNRAY,MOORE,TX,79086,35.951944,-101.873889,NAD83,VALERO ENERGY CORP,82686916.0,VALERO ENERGY CORP,NO,324,Petroleum,1314213020718,Methanol,NO,0000067561,YES,TRI,NO,Non_Metal,NO,Pounds,1669.15,5.0,0.0,0.0,48295.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.95,49998.09,0.0,0.03,0.0,0.0,66.39,0.0,66.42,49998.12,0.0
2014,75607TXSSTOFFHI,110000743704,EASTMAN CHEMICAL CO TEXAS OPERATIONS,300 KODAK BLVD,LONGVIEW,HARRISON,TX,75602,32.438056,-94.69,NAD83,EASTMAN CHEMICAL CO,808898381.0,EASTMAN CHEMICAL CO,NO,325,Chemicals,1314217790777,Ethylene glycol,NO,0000107211,YES,TRI,NO,Non_Metal,NO,Pounds,57.0,139691.0,198.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,140607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140607.0,0.0
2014,77029NHSRB775GE,110000461401,ANHEUSER-BUSCH LLC,775 GELLHORN DR,HOUSTON,HARRIS,TX,77029,29.774444,-95.270833,NAD83,ANHEUSER-BUSCH COS LLC,98630254.0,ANHEUSER-BUSCH COS LLC,NO,3121,Beverages,1314212673863,Nitric acid,NO,0007697372,NO,TRI,NO,Non_Metal,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,75069QDRNT200IN,110000456603,QUADRANT CHEMICAL CORP,200 INDUSTRIAL BLVD,MCKINNEY,COLLIN,TX,75069,33.17862,-96.6097,NAD83,QUADRANT CHEMICAL CORP,,QUADRANT CHEMICAL CORP,NO,325,Chemicals,1314213052158,Lead,NO,0007439921,NO,PBT,YES,Elemental metals,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,78123STNDRFM78C,110013285499,GEORGIA-PACIFIC GYPSUM LLC-MCQUEENEY,3401 FM 78 & CYPRESS RIDGE RD,MC QUEENEY,GUADALUPE,TX,78123,29.590279,-98.031944,NAD83,KOCH INDUSTRIES INC,6944334.0,KOCH INDUSTRIES INC,NO,327,Nonmetallic Mineral Product,1314212786370,Lead compounds,NO,N420,YES,PBT,YES,Metal complound categories,NO,Pounds,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,7.0,0.0,0.0,0.0,0.0,7.0,7.3,0.0
2014,77856SNDRSHWY79,110006525929,SANDERSON FARMS LLC,7214 E US HWY 79,FRANKLIN,ROBERTSON,TX,77856,31.092111,-96.4055,NAD83,SANDERSON FARMS LLC,96043708.0,SANDERSON FARMS LLC,NO,311,Food,1314211906704,Manganese compounds,NO,N450,YES,TRI,YES,Metal complound categories,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
