YEAR,TRIFD,FRS_ID,4. FACILITY NAME,5. STREET ADDRESS,CITY,COUNTY,8. ST,ZIP,LATITUDE,LONGITUDE,14. HORIZONTAL DATUM,PARENT_CO_NAME,PARENT_CO_DB_NUM,STANDARD_PARENT_CO_NAME,FEDERAL_FACILITY,INDUSTRY_SECTOR_CODE,INDUSTRY_SECTOR,DOC_CTRL_NUM,CHEMICAL,ELEMENTAL_METAL_INCLUDED,TRI_CHEMICAL_COMPOUND_ID,CLEAN_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,UNIT_OF_MEASURE,FUGITIVE_AIR,STACK_AIR,WATER,UNDERGROUND,UNDERGROUND_CL_I,UNDERGROUND_C_II_V,LANDFILL,RCRA_C_LANDFILL,OTHER_LANDFILLS,SURFACE_IMPNDMNT,RCRA_SURFACE_IM,OTHER_SURFACE_I,OTHER_DISPOSAL,ON_SITE_RELEASE_TOTAL,POTW_TOTAL_TRANSFERS,OFF_SITE_RELEASE_TOTAL,OFF_SITE_RECYCLED_TOTAL,OFF_SITE_ENERGY_RECOVERY_T,OFF_SITE_TREATED_TOTAL,UNCLASSIFIED,TOTAL_TRANSFER,TOTAL_RELEASES,RELEASES
2017,77833GTSML1GATE,110000464328,LONGWOOD ELASTOMERS INC,1901 LONGWOOD DR,BRENHAM,WASHINGTON,TX,77833,30.14712,-96.41413,NAD83,WABTEC CORP,612626675,WABTEC CORP,NO,326,Plastics and Rubber,1317215851306,Chromium,NO,0007440473,YES,TRI,YES,Elemental metals,NO,Pounds,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,250.0,0.0,0.0,0.0,0.0,250.0,272.0,0.0
2017,75050BCCMP1102A,110000506266,ABC COMPOUNDING CO OF TEXAS INC,1102 AVE J E,GRAND PRAIRIE,TARRANT,TX,75050,32.7669,-97.04843,NAD83,WALKER CAPITAL INC,080360313,WALKER CAPITAL INC,NO,325,Chemicals,1317215893405,n-Hexane,NO,0000110543,YES,TRI,NO,Non_Metal,NO,Pounds,5.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,0.0,0.0,0.0,1002.0,0.0,0.0,1002.0,446.0,0.0
2017,7682WBDDYS222NR,110037445743,BUDDY'S PLANT PLUS CORP,2022 NORTH BROADWAY,BALLINGER,RUNNELS,TX,76821,31.75167,-99.97018,NAD83,BUDDY'S PLANT PLUS CORP,194616785,BUDDY'S PLANT PLUS CORP,NO,325,Chemicals,1317216046476,Copper,NO,0007440508,NO,TRI,YES,Elemental metals,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,77048DRWCH6121A,110000461802,SOLENIS LLC,6121 ALMEDA GENOA RD,HOUSTON,HARRIS,TX,77048,29.621667,-95.3125,NAD83,OLYMPUS WATER US HOLDING CORP,,OLYMPUS WATER US HOLDING CORP,NO,325,Chemicals,1317216158030,Zinc compounds,NO,N982,NO,TRI,YES,Metal complound categories,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,7616WRGSSL319NE,110069315075,AIRGAS USA LLC,319 NE 23RD ST,FORT WORTH,TARRANT,TX,76164,32.785357,-97.346117,NAD83,AIRGAS INC,024492860,AIRGAS INC,NO,4246,Chemical Wholesalers,1317216328498,Propylene,NO,0000115071,NO,TRI,NO,Non_Metal,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,76430BRNNC5MILE,110012703468,EBAA IRON INC  JACK RABBIT DIV,6201 SOUTH HWY. 6,ALBANY,SHACKELFORD,TX,76430,32.66249,-99.24166,NAD83,EBAA IRON INC,,EBAA IRON INC,NO,331,Primary Metals,1317216334464,Copper,NO,0007440508,NO,TRI,YES,Elemental metals,NO,Pounds,6.5,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,9.7,0.0,6.4,0.0,0.0,0.0,0.0,6.4,16.1,0.0
2017,77651TXSPT212SP,110000504801,TPC GROUP,2102 SPUR 136,PORT NECHES,JEFFERSON,TX,77651,29.964146,-93.930138,NAD83,TPC GROUP,,TPC GROUP LLC,NO,325,Chemicals,1317216542439,Sodium nitrite,NO,0007632000,NO,TRI,NO,Individually-listed compounds that contain metal,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.0,0.0,728.0,0.0,0.0
2017,77520MBYCR8500W,110000463098,COVESTRO LLC,8500 W BAY RD MS-21,BAYTOWN,CHAMBERS,TX,77523,29.7575,-94.903056,NAD83,COVESTRO LLC,112118117,COVESTRO LLC,NO,325,Chemicals,1317217690623,Carbon tetrachloride,NO,0000056235,YES,TRI,NO,Non_Metal,YES,Pounds,10.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0
2017,77541THDWCBUILD,110008170237,DOW CHEMICAL CO FREEPORT FACILITY,2301 N BRAZOSPORT BLVD,FREEPORT,BRAZORIA,TX,775413257,28.980147,-95.342272,NAD83,THE DOW CHEMICAL CO,001381581,DOW INC,NO,325,Chemicals,1317216561516,Chlorine,NO,0007782505,YES,TRI,NO,Non_Metal,NO,Pounds,8041.0,1988.0,12096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22125.0,0.0
2017,79007JMHBRHIGHW,110041008101,ORION ENGINEERED CARBONS BORGER PLANT,9440 FM 1559,BORGER,HUTCHINSON,TX,79007,35.665695,-101.43327,NAD83,ORION ENGINEERED CARBONS LLC,130382208,ORION ENGINEERED CARBONS LLC,NO,325,Chemicals,1317216419921,Hydrogen sulfide,NO,0007783064,NO,TRI,NO,Non_Metal,NO,Pounds,180.0,66818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66998.0,0.0
2017,77571LPRTC2400M,110017769734,OXY VINYLS LP LA PORTE VCM PLANT,2400 MILLER CUTOFF RD,LA PORTE,HARRIS,TX,77571,29.7237,-95.07408,NAD83,OCCIDENTAL CHEMICAL HOLDING CORP,144374907,OCCIDENTAL PETROLEUM CORP,NO,325,Chemicals,1317215996657,Ethylene glycol,NO,0000107211,YES,TRI,NO,Non_Metal,NO,Pounds,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0
2017,76821MLLRSHWY67,110006172373,MUELLER SUPPLY CO INC.,1915 HUTCHINS AVE,BALLINGER,RUNNELS,TX,76821,31.727204,-99.958153,NAD83,,,,NO,332,Fabricated Metals,1317220709339,Copper,NO,0007440508,NO,TRI,YES,Elemental metals,NO,Pounds,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,31099.0,0.0,0.0,0.0,31099.0,12.0,0.0
2017,7545WRGNSP29AIR,110005166676,ERGON ASPHALT & EMULSIONS INC. - MT. PLEASANT,209 AIRPORT ROAD,MOUNT PLEASANT,TITUS,TX,75455,33.13296,-94.971648,NAD83,ERGON INC.,087023743,ERGON INC,NO,324,Petroleum,1317216085631,Polycyclic aromatic compounds,NO,N590,YES,PBT,NO,Non_Metal,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
