YEAR,TRIFD,FRS_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,State,ZIP,LATITUDE,LONGITUDE,HORIZONTAL_DATUM,PARENT_CO_NAME,PARENT_CO_DB_NUM,STANDARD_PARENT_CO_NAME,FEDERAL_FACILITY,INDUSTRY_SECTOR_CODE,INDUSTRY_SECTOR,DOC_CTRL_NUM,CHEMICAL,ELEMENTAL_METAL_INCLUDED,TRI_CHEMICAL_COMPOUND_ID,CLEAN_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,UNIT_OF_MEASURE,FUGITIVE_AIR,STACK_AIR,WATER,UNDERGROUND,UNDERGROUND_CL_I,UNDERGROUND_C_II_V,LANDFILL,RCRA_C_LANDFILL,OTHER_LANDFILLS,SURFACE_IMPNDMNT,RCRA_SURFACE_IM,OTHER_SURFACE_I,OTHER_DISPOSAL,ON_SITE_RELEASE_TOTAL,POTW_TOTAL_TRANSFERS,OFF_SITE_RELEASE_TOTAL,OFF_SITE_RECYCLED_TOTAL,OFF_SITE_ENERGY_RECOVERY_T,OFF_SITE_TREATED_TOTAL,UNCLASSIFIED,TOTAL_TRANSFER,TOTAL_RELEASES,RELEASES
2011,77015MRCHM1914H,110000461009,SASOL CHEMICALS (USA) LLC,1914 HADEN RD,HOUSTON,HARRIS,TX,77015,29.760745,-95.176749,NAD83,SASOL (USA) CORP,78780682.0,SASOL (USA) CORP,NO,325,Chemicals,1311209764036,Aniline,NO,0000062533,YES,TRI,NO,Non_Metal,YES,Pounds,0.0,0.0,24.0,0.0,52240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52264.0,0.0,0.0,0.0,12.0,65.0,0.0,77.0,52264.0,0.0
2011,79556LDLMM501OA,110000821834,LUDLUM MEASUREMENTS INC,501 OAK ST,SWEETWATER,NOLAN,TX,79556,32.47305,-100.41037,NAD83,,,,NO,334,Computers and Electronic Products,1311209814680,Lead,NO,0007439921,NO,PBT,YES,Elemental metals,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,77643WSTMNHWY73,110035783658,VEOLIA ES TECHNICAL SOLUTIONS LLC PORT ARTHUR FACILITY,7665 HWY 73,BEAUMONT,JEFFERSON,TX,77705,29.853056,-94.095278,NAD83,VEOLIA N.A. INC.,81134987.0,VEOLIA NORTH AMERICA,NO,562,Hazardous Waste,1311209556253,Naphthalene,NO,0000091203,YES,TRI,NO,Non_Metal,YES,Pounds,23.33,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.39,0.0,0.34,0.0,247.96,0.0,0.0,248.3,23.73,0.0
2011,77536SFTYK2027B,110000463365,CLEAN HARBORS DEER PARK LLC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,HARRIS,TX,77571,29.73028,-95.08981,NAD83,CLEAN HARBORS INC,157793639.0,CLEAN HARBORS INC,NO,562,Hazardous Waste,1311209650492,Vanadium (except when contained in an alloy),NO,0007440622,NO,TRI,NO,Metals with qualifiers,NO,Pounds,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17203.0,0.0,0.0,0.0,0.0,0.0,17205.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,17218.0,0.0
2011,76712CLYTN7001I,110000460581,CLAYTON WACO 2,7001 IMPERIAL DR,WACO,MCLENNAN,TX,76712,31.50061,-97.19071,NAD83,BERKSHIRE HATHAWAY INC,118119528.0,BERKSHIRE HATHAWAY INC,NO,321,Wood Products,1311209001217,Diisocyanates,NO,N120,NO,TRI,NO,Non_Metal,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,77039SCHLM1121B,110037145666,SCHLUMBERGER TECHNOLOGY CORP RESLINK,1121 B US CHONG,HOUSTON,HARRIS,TX,77039,29.9295,-95.36922,NAD83,SCHLUMBERGER HOLDINGS CORP,5926100.0,SCHLUMBERGER HOLDINGS CORP,NO,333,Machinery,1311210828810,Manganese,NO,0007439965,YES,TRI,YES,Elemental metals,NO,Pounds,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,0.0,0.0,6401.0,0.0,0.0,0.0,6401.0,18.1,0.0
2011,78362DPNTCHIGHW,110000746532,THE CHEMOURS CO,HWY 361,GREGORY,SAN PATRICIO,TX,78359,27.875556,-97.244722,NAD83,THE CHEMOURS CO,1315704.0,THE CHEMOURS CO,NO,325,Chemicals,1311209214016,Monochloropentafluoroethane (CFC-115),NO,0000076153,NO,TRI,NO,Non_Metal,NO,Pounds,6.0,17968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17974.0,0.0
2011,77541THDWCBUILD,110008170237,DOW CHEMICAL CO FREEPORT FACILITY,2301 N BRAZOSPORT BLVD,FREEPORT,BRAZORIA,TX,775413257,28.980147,-95.342272,NAD83,THE DOW CHEMICAL CO,1381581.0,DOW INC,NO,325,Chemicals,1311209419148,Copper compounds,NO,N100,NO,TRI,YES,Metal complound categories,NO,Pounds,0.0,0.0,464.0,0.0,0.0,0.0,0.0,7607.0,404.0,0.0,0.0,0.0,0.0,8475.0,0.0,12080.0,0.0,0.0,0.0,0.0,12080.0,20555.0,0.0
2011,7651WBLTNR19TAY,110034780627,BELTON READY MIX,1900 TAYLORS VALLEY RD,BELTON,BELL,TX,76513,31.053095,-97.441693,NAD83,,,SMYRNA READY MIX LLC,NO,327,Nonmetallic Mineral Product,1311215785686,Lead compounds,NO,N420,YES,PBT,YES,Metal complound categories,NO,Pounds,0.0,0.102,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0
2011,7811WNLCKR1178F,110056335906,NALCO COMPANY-KARNES,1178 FM 1353,KARNES CITY,KARNES,TX,78118,28.868,-97.9027,NAD83,ECOLAB INC,6154611.0,ECOLAB INC,NO,4246,Chemical Wholesalers,1311211864347,Xylene (mixed isomers),NO,0001330207,YES,TRI,NO,Non_Metal,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
