YEAR,TRIFD,FRS_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,State,ZIP,LATITUDE,LONGITUDE,HORIZONTAL_DATUM,PARENT_CO_NAME,PARENT_CO_DB_NUM,STANDARD_PARENT_CO_NAME,FEDERAL_FACILITY,INDUSTRY_SECTOR_CODE,INDUSTRY_SECTOR,DOC_CTRL_NUM,CHEMICAL,ELEMENTAL_METAL_INCLUDED,TRI_CHEMICAL_COMPOUND_ID,CLEAN_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,UNIT_OF_MEASURE,FUGITIVE_AIR,STACK_AIR,WATER,UNDERGROUND,UNDERGROUND_CL_I,UNDERGROUND_C_II_V,LANDFILL,RCRA_C_LANDFILL,OTHER_LANDFILLS,SURFACE_IMPNDMNT,RCRA_SURFACE_IM,OTHER_SURFACE_I,OTHER_DISPOSAL,ON_SITE_RELEASE_TOTAL,POTW_TOTAL_TRANSFERS,OFF_SITE_RELEASE_TOTAL,OFF_SITE_RECYCLED_TOTAL,OFF_SITE_ENERGY_RECOVERY_T,OFF_SITE_TREATED_TOTAL,UNCLASSIFIED,TOTAL_TRANSFER,TOTAL_RELEASES,RELEASES
2009,77651TXCCHHWY36,110000599567,HUNTSMAN PETROCHEMICAL LLC PORT NECHES FACILITY,6001 HWY 366,PORT NECHES,JEFFERSON,TX,77651,29.972738,-93.94853,NAD83,HUNTSMAN INTERNATIONAL LLC,147173017.0,INDORAMA VENTURES USA HOLDINGS LP,NO,325,Chemicals,1309207457565,Benzene,NO,0000071432,YES,TRI,NO,Non_Metal,YES,Pounds,366.0,4468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4834.0,0.0,1.0,0.0,0.0,135.0,0.0,136.0,4835.0,0.0
2009,75041SHRWN2802W,110000456248,SHERWIN-WILLIAMS CO,2802 W MILLER RD,GARLAND,DALLAS,TX,75041,32.89439,-96.66951,NAD83,THE SHERWIN-WILLIAMS CO,4206397.0,THE SHERWIN-WILLIAMS CO,NO,325,Chemicals,1309207493925,Toluene,NO,0000108883,YES,TRI,NO,Non_Metal,NO,Pounds,319.0,3161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3480.0,0.0,210.0,17.0,10073.0,1.0,0.0,10301.0,3690.0,0.0
2009,77511NVSNTFM291,110000747318,MHBA CB LLLP,FM 2917,ALVIN,BRAZORIA,TX,775120000,29.413774,-95.263726,NAD83,NOVUS INTERNATIONAL INC,,NOVUS INTERNATIONAL INC,NO,325,Chemicals,1309208940813,Formic acid,NO,0000064186,NO,TRI,NO,Non_Metal,NO,Pounds,34.2,0.0,0.0,0.0,2392027.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2392061.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2392061.8,0.0
2009,76450TXSRC316NC,110000460224,TRC RECREATION LP,316 N CLIFF DR,GRAHAM,YOUNG,TX,76450,33.120906,-98.56861,NAD83,TRC RECREATION LP,,TRC RECREATION LP,NO,326,Plastics and Rubber,1309207795372,Xylene (mixed isomers),NO,0001330207,YES,TRI,NO,Non_Metal,NO,Pounds,0.0,708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.0,0.0,0.0,6118.0,0.0,0.0,0.0,6118.0,708.0,0.0
2009,79707XCHMN822ST,110034889798,X-CHEM LLC,8220 STATE HWY 191,MIDLAND,MIDLAND,TX,79707,31.9831,-102.21756,NAD83,CLARIANT CORP,108706425.0,CLARIANT CORP,NO,325,Chemicals,1309207304066,Methanol,NO,0000067561,YES,TRI,NO,Non_Metal,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,77448MDRLLPOBOX,110000599353,LAMBERTI USA INC,HWY 59 AT COUNTY RD 212,HUNGERFORD,WHARTON,TX,77448,29.437167,-96.018,NAD83,,,LAMBERTI USA INC,NO,325,Chemicals,1309207925025,Maleic anhydride,NO,0000108316,YES,TRI,NO,Non_Metal,NO,Pounds,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,689.0,0.0,0.0,0.0,0.0,689.0,712.0,0.0
2009,77041NTNLL11919,110005023250,NOV RIG SYSTEMS FM 529,11919 FM-529,HOUSTON,HARRIS,TX,77041,29.88008,-95.58837,NAD83,NATIONAL OILWELL VARCO LP,161681044.0,NATIONAL OILWELL VARCO LP,NO,333,Machinery,1309207817560,Copper,NO,0007440508,NO,TRI,YES,Elemental metals,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3936.0,0.0,0.0,0.0,3936.0,0.0,0.0
2009,77643WSTMNHWY73,110035783658,VEOLIA ES TECHNICAL SOLUTIONS LLC PORT ARTHUR FACILITY,7665 HWY 73,BEAUMONT,JEFFERSON,TX,77705,29.853056,-94.095278,NAD83,VEOLIA N.A. INC.,81134987.0,VEOLIA NORTH AMERICA,NO,562,Hazardous Waste,1309207825100,"2,2-Dichloro-1,1,1-trifluoroethane (HCFC-123)",NO,0000306832,NO,TRI,NO,Non_Metal,NO,Pounds,172.19,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.53,0.0
2009,77520DVNCD5501B,110000463070,MONUMENT CHEMICAL BAYTOWN LLC,5501 BAKER RD,BAYTOWN,HARRIS,TX,77520,29.763056,-95.0225,NAD83,MONUMENT CHEMICAL LLC,833088284.0,MONUMENT CHEMICAL LLC,NO,325,Chemicals,1309207941790,Naphthalene,NO,0000091203,YES,TRI,NO,Non_Metal,YES,Pounds,2261.0,4303.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6569.0,0.0,0.0,0.0,0.0,25340.0,0.0,25340.0,6569.0,0.0
2009,77713PRKRT6575T,110005184424,PARKER TEXAS THERMOWELL,6575 TRAM RD,BEAUMONT,JEFFERSON,TX,77713,30.17126,-94.17798,NAD83,PARKER HANNIFIN CORP,4175550.0,PARKER HANNIFIN CORP,NO,332,Fabricated Metals,1309207212655,Manganese,NO,0007439965,YES,TRI,YES,Elemental metals,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2521.0,0.0,0.0,0.0,2521.0,0.0,0.0
