YEAR,TRIFD,FRS_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,State,ZIP,LATITUDE,LONGITUDE,HORIZONTAL_DATUM,PARENT_CO_NAME,PARENT_CO_DB_NUM,STANDARD_PARENT_CO_NAME,FEDERAL_FACILITY,INDUSTRY_SECTOR_CODE,INDUSTRY_SECTOR,DOC_CTRL_NUM,CHEMICAL,ELEMENTAL_METAL_INCLUDED,TRI_CHEMICAL_COMPOUND_ID,CLEAN_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,UNIT_OF_MEASURE,FUGITIVE_AIR,STACK_AIR,WATER,UNDERGROUND,UNDERGROUND_CL_I,UNDERGROUND_C_II_V,LANDFILL,RCRA_C_LANDFILL,OTHER_LANDFILLS,SURFACE_IMPNDMNT,RCRA_SURFACE_IM,OTHER_SURFACE_I,OTHER_DISPOSAL,ON_SITE_RELEASE_TOTAL,POTW_TOTAL_TRANSFERS,OFF_SITE_RELEASE_TOTAL,OFF_SITE_RECYCLED_TOTAL,OFF_SITE_ENERGY_RECOVERY_T,OFF_SITE_TREATED_TOTAL,UNCLASSIFIED,TOTAL_TRANSFER,TOTAL_RELEASES,RELEASES
2019,79008PHLLPSTATE,110042005843,PHILLLIPS 66 CO BORGER REFINERY,STATE HWY SPUR 119 N,BORGER,HUTCHINSON,TX,79007,35.703056,-101.36305,NAD83,PHILLIPS 66 CO,078378508,PHILLIPS 66 CO,NO,324,Petroleum,1319218157055,Lead  And Lead Compounds,YES,N420,YES,PBT,YES,Metal complound categories,NO,Pounds,0.0,197.0,126.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,0.0,0.0,0.0,352.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,366.0,0.0
2019,7840WBCKYT151SU,110067568000,BUCKEYE TEXAS PROCESSING LLC-CORPUS CHRISTI,7209 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78409,27.8162,-97.50261,NAD83,BUCKEYE PARTNERS LP,112569892,BUCKEYE PARTNERS LP,NO,324,Petroleum,1319218323879,o-Xylene,NO,0000095476,YES,TRI,NO,Non_Metal,NO,Pounds,59.2,34.3,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,102.1,0.0,0.0,83.3,0.0,0.0,0.0,83.3,102.1,0.0
2019,7516WCRDNL23CAR,110070345213,CARDINAL CG,203 CARDINAL RD,WAXAHACHIE,ELLIS,TX,75165,32.44435,-96.84204,NAD83,CARDINAL GLASS INDUSTRIES,006249015,CARDINAL GLASS INDUSTRIES,NO,327,Nonmetallic Mineral Product,1319218479071,Zinc (fume or dust),NO,0007440666,NO,TRI,NO,Metals with qualifiers,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9120.0,0.0,0.0,0.0,0.0,9120.0,9120.0,0.0
2019,78469VLRRF5900U,110064636032,VALERO REFINING-TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407,27.81775,-97.482552,NAD83,VALERO ENERGY CORP,082686916,VALERO ENERGY CORP,NO,324,Petroleum,1319218327652,Styrene,NO,0000100425,YES,TRI,NO,Non_Metal,YES,Pounds,23.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,2.4,0.0,0.0,1.639,0.0,4.039,118.4,0.0
2019,77640FNLNDHIGHW,110000755200,TOTALENERGIES PETROCHEMICALS & REFINING USA INC-PORT ARTHUR,7600 32ND ST,PORT ARTHUR,JEFFERSON,TX,77642,29.957935,-93.897484,NAD83,TOTALENERGIES HOLDINGS USA INC,,TOTALENERGIES HOLDINGS USA INC,NO,324,Petroleum,1319218141467,Benzene,NO,0000071432,YES,TRI,NO,Non_Metal,YES,Pounds,0.0,6082.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6384.0,0.0,53.0,0.8,0.0,0.0,0.0,53.8,6437.0,0.0
2019,77012HLLPT9701M,110000460885,VALERO REFINING - TEXAS L.P. HOUSTON REFINERY,9701 MANCHESTER,HOUSTON,HARRIS,TX,77012,29.722274,-95.254401,NAD83,VALERO ENERGY CORP,,VALERO ENERGY CORP,NO,324,Petroleum,1319218490643,Carbon disulfide,NO,0000075150,YES,TRI,NO,Non_Metal,NO,Pounds,0.0,522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,0.0
2019,76065CHPRR300WA,110000459183,CHAPARRAL STEEL MIDLOTHIAN LP,300 WARD RD,MIDLOTHIAN,ELLIS,TX,76065,32.458249,-97.036607,NAD83,GERDAU USA INC,194081451,GERDAU USA INC,NO,331,Primary Metals,1319217999301,Zinc compounds,NO,N982,NO,TRI,YES,Metal complound categories,NO,Pounds,0.73,5028.57,1230.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6259.64,0.0,353036.76,8764678.0,0.0,0.0,0.0,9117714.76,359296.4,0.0
2019,77705SNDZCRT4BO,110000464239,BASF CORP - BEAUMONT,14385 W PORT ARTHUR RD,BEAUMONT,JEFFERSON,TX,77705,29.971389,-94.053333,NAD83,BASF CORP,071014385,BASF CORP,NO,325,Chemicals,1319218453520,Chloromethane,NO,0000074873,YES,TRI,NO,Non_Metal,NO,Pounds,1210.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1421.0,0.0
2019,77536SFTYK2027B,110000463365,CLEAN HARBORS DEER PARK LLC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,HARRIS,TX,77571,29.73028,-95.08981,NAD83,CLEAN HARBORS INC,157793639,CLEAN HARBORS INC,NO,562,Hazardous Waste,1319218392241,Triallate,NO,0002303175,NO,TRI,NO,Non_Metal,NO,Pounds,12.57,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.73,0.0
2019,77539DRTHR2700A,110000495214,CLEAN HARBORS SAN LEON INC,2700 AVE S,SAN LEON,GALVESTON,TX,77539,29.468788,-94.965569,NAD83,CLEAN HARBORS INC,809773021,CLEAN HARBORS INC,NO,562,Hazardous Waste,1319218503934,Ethylbenzene,NO,0000100414,YES,TRI,NO,Non_Metal,YES,Pounds,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,27102.0,0.0,27102.0,6.0,0.0
2019,77480PHLLPFM14A,110041921034,PHILLIPS 66 CO FREEPORT I TERMINAL,FM 1495,FREEPORT,BRAZORIA,TX,77541,29.072278,-95.744703,NAD83,PHILLIPS 66,078378508,PHILLIPS 66 CO,NO,4247,Petroleum Bulk Terminals,1319218334718,Polycyclic aromatic compounds,NO,N590,YES,PBT,NO,Non_Metal,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7668WSNDYC2161R,110035106113,SANDY CREEK ENERGY STATION,2161 RATTLESNAKE RD,RIESEL,MCLENNAN,TX,76682,31.4725,-96.955,NAD83,SANDY CREEK SERVICES LLC,033305215,SANDY CREEK SERVICES LLC,NO,2211,Electric Utilities,1319218240000,Zinc compounds,NO,N982,NO,TRI,YES,Metal complound categories,NO,Pounds,0.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,31657.0,0.0,0.0,0.0,0.0,32019.0,0.0,0.0,11894.0,0.0,0.0,0.0,11894.0,32019.0,0.0
2019,76104THDNN401SL,110000495063,DANONE US LLC,1300 W PETER SMITH,FORT WORTH,TARRANT,TX,76104,32.740139,-97.339363,NAD83,DANONE N.A. PUBLIC BENEFIT CORP,057454019,DANONE NORTH AMERICA PUBLIC BENEFIT CORP,NO,311,Food,1319217948443,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,NO,TRI,NO,May contain metal,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52870.0,5287.0,0.0,0.0,47583.0,0.0,52870.0,5287.0,0.0
2019,78380TXSCLPETRO,110000607013,US ECOLOGY TEXAS INC,3277 COUNTY RD 69,ROBSTOWN,NUECES,TX,78380,27.73076,-97.65202,NAD83,REPUBLIC SERVICES INC,020138298,REPUBLIC SERVICES INC,NO,562,Hazardous Waste,1319218232559,Polychlorinated biphenyls,NO,0001336363,YES,PBT,NO,Non_Metal,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.57,0.0,0.0,0.0,0.0,0.0,121.57,0.0,2.85,0.0,0.0,273.79,0.0,276.64,124.42,0.0
2019,7550WFDRLC41LEP,110033855086,FEDERAL CORRECTIONAL INSTITUTION,4001 LEOPARD DRIVE,TEXARKANA,BOWIE,TX,75501,33.378095,-94.092065,NAD83,US DEPARTMENT OF JUSTICE,,US DEPARTMENT OF JUSTICE,YES,999,Other,1319218049284,Lead,NO,0007439921,NO,PBT,YES,Elemental metals,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.3,700.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.3,0.0
2019,76040KCHPT12550,110000459049,FLINT HILLS RESOURCES CORPUS CHRISTI LLC FORT WORTH TERMINAL,12550 TRINITY BLVD,EULESS,TARRANT,TX,76040,32.815059,-97.094098,NAD83,KOCH INDUSTRIES INC,006944334,KOCH INDUSTRIES INC,NO,4247,Petroleum Bulk Terminals,1319217954914,Naphthalene,NO,0000091203,YES,TRI,NO,Non_Metal,YES,Pounds,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,17.0,0.0,0.0,328.0,0.0,345.0,43.0,0.0
2019,79776STHDW13MIL,110013317035,GCC PERMIAN LLC - ODESSA CEMENT PLANT,16501 W MURPHY RD,ODESSA,ECTOR,TX,79766,31.745833,-102.546661,NAD83,GCC S.A.B. DE C.V,812213890,GCC OF AMERICA,NO,327,Nonmetallic Mineral Product,1319218490199,Chromium,NO,0007440473,YES,TRI,YES,Elemental metals,NO,Pounds,1.06,35.04,0.0,0.0,0.0,0.0,0.0,0.0,13.23,0.0,0.0,0.0,0.0,49.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.33,0.0
2019,77547CHVRN12523,110000913343,GALENA PARK TERMINAL CHEVRON USA INC,12523 AMERICAN PETROLEUM RD,GALENA PARK,HARRIS,TX,77547,29.744547,-95.209697,NAD83,CHEVRON CORP,001382555,CHEVRON CORP,NO,4247,Petroleum Bulk Terminals,1319217845080,Cumene,NO,0000098828,YES,TRI,NO,Non_Metal,YES,Pounds,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,3.0,1.0,0.0,4.5,20.0,0.0
2019,7704WSHSTL16937,110000842768,SEAH STEEL USA,16937 LEONARD RD,HOUSTON,HARRIS,TX,77049,29.851333,-95.117908,NAD83,SEAH STEEL USA LLC,080625276,SEAH STEEL USA LLC,NO,331,Primary Metals,1319218023164,Manganese,NO,0007439965,YES,TRI,YES,Elemental metals,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295611.29,0.0,0.0,0.0,295611.29,0.0,0.0
2019,77641TXCCHGATE2,110000861862,MOTIVA - PORT ARTHUR CHEMICALS,4241 SAVANNAH AVE,PORT ARTHUR,JEFFERSON,TX,77640,29.892778,-93.973333,NAD83,ARAMCO SERVICES CO,072200694,ARAMCO SERVICES CO,NO,325,Chemicals,1319218247359,Xylene (mixed isomers),NO,0001330207,YES,TRI,NO,Non_Metal,NO,Pounds,2271.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2581.0,0.0,0.0,0.0,0.0,195.0,0.0,195.0,2581.0,0.0
2019,7790WTHMSP971US,110005029003,PILOT THOMAS LOGISTICS LLC - VICTORIA,9701 US HIGHWAY 59 NORTH,VICTORIA,VICTORIA,TX,77905,28.82181,-96.92128,NAD83,MAXUM ENTERPRISES LLC,079811123,MAXUM ENTERPRISES LLC,NO,4247,Petroleum Bulk Terminals,1319218359329,"1,2,4-Trimethylbenzene",NO,0000095636,NO,TRI,NO,Non_Metal,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
