YEAR,TRIFD,FRS_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,State,ZIP,LATITUDE,LONGITUDE,HORIZONTAL_DATUM,PARENT_CO_NAME,PARENT_CO_DB_NUM,STANDARD_PARENT_CO_NAME,FEDERAL_FACILITY,INDUSTRY_SECTOR_CODE,INDUSTRY_SECTOR,DOC_CTRL_NUM,CHEMICAL,ELEMENTAL_METAL_INCLUDED,TRI_CHEMICAL_COMPOUND_ID,CLEAN_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,UNIT_OF_MEASURE,FUGITIVE_AIR,STACK_AIR,WATER,UNDERGROUND,UNDERGROUND_CL_I,UNDERGROUND_C_II_V,LANDFILL,RCRA_C_LANDFILL,OTHER_LANDFILLS,SURFACE_IMPNDMNT,RCRA_SURFACE_IM,OTHER_SURFACE_I,OTHER_DISPOSAL,ON_SITE_RELEASE_TOTAL,POTW_TOTAL_TRANSFERS,OFF_SITE_RELEASE_TOTAL,OFF_SITE_RECYCLED_TOTAL,OFF_SITE_ENERGY_RECOVERY_T,OFF_SITE_TREATED_TOTAL,UNCLASSIFIED,TOTAL_TRANSFER,TOTAL_RELEASES,RELEASES
2012,75980MDRLLHWY69,110000599102,M-I LLC-ZAVALLA,207 CLAY PLANT RD,ZAVALLA,ANGELINA,TX,75980,31.0862,-94.4315,NAD83,SCHLUMBERGER HOLDINGS CORP,8383382.0,SCHLUMBERGER HOLDINGS CORP,NO,325,Chemicals,1312210382444,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,N090,YES,TRI,YES,Metal complound categories,NO,Pounds,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,0.0,20.3,0.0,0.0,0.0,0.0,20.3,41.4,0.0
2012,77701NRTHSOLDHI,110000599629,OPTIMUS STEEL LLC,100 OLD HWY 90 W,VIDOR,ORANGE,TX,77662,30.12445,-94.01262,NAD83,OPTIMUS STEEL LLC,81137253.0,OPTIMUS STEEL LLC,NO,331,Primary Metals,1312210551002,Manganese compounds,NO,N450,YES,TRI,YES,Metal complound categories,NO,Pounds,1886.9,1202.8,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3091.3,0.0,0.0,380728.0,0.0,0.0,0.0,380728.0,3091.3,0.0
2012,77507QSTRC5761U,110000506079,INEOS OXIDE BAYPORT EO PLANT,5761 UNDERWOOD RD,PASADENA,HARRIS,TX,77507,29.627167,-95.080194,NAD83,INEOS AMERICAS LLC,79675246.0,INEOS AMERICAS LLC,NO,325,Chemicals,1312210628879,2-Ethoxyethanol,NO,0000110805,YES,TRI,NO,Non_Metal,NO,Pounds,2098.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2099.0,0.0
2012,7750WCHMQS973BA,110060259704,SEATEX - PASADENA,9730 BAY AREA BLVD.,PASADENA,HARRIS,TX,77507,29.6052,-95.06222,NAD83,,,,NO,325,Chemicals,1312210879983,Ammonia,NO,0007664417,NO,TRI,NO,Non_Metal,NO,Pounds,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,250.0,0.0,250.0,500.0,0.0
2012,78362DPNTCHIGHW,110000746532,THE CHEMOURS CO,HWY 361,GREGORY,SAN PATRICIO,TX,78359,27.875556,-97.244722,NAD83,THE CHEMOURS CO,1315704.0,THE CHEMOURS CO,NO,325,Chemicals,1312210249658,"2-Chloro-1,1,1,2-tetrafluoroethane (HCFC-124)",NO,0002837890,NO,TRI,NO,Non_Metal,NO,Pounds,8297.0,1977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10274.0,0.0
2012,78408STHWS1700N,110038173981,FLINT HILLS RESOURCES CORPUS CHRISTI LLC - EAST PLANT,1700 NUECES BAY BLVD,CORPUS CHRISTI,NUECES,TX,78407,27.801778,-97.423972,NAD83,KOCH INDUSTRIES INC,6944334.0,KOCH INDUSTRIES INC,NO,324,Petroleum,1312210706255,Lead compounds,NO,N420,YES,PBT,YES,Metal complound categories,NO,Pounds,0.0,0.1,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,639.6,0.0,0.0,0.0,0.0,639.6,650.6,0.0
2012,79417GLDSPPOBOX,110000863076,XYLEM INC.,4608 BRADLEY ST,LUBBOCK,LUBBOCK,TX,79415,33.62729,-101.90986,NAD83,XYLEM INC,2225100.0,XYLEM INC,NO,333,Machinery,1312210572032,Chromium,NO,0007440473,YES,TRI,YES,Elemental metals,NO,Pounds,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,9243.0,0.0,0.0,0.0,9243.0,750.0,0.0
2012,77590MCLCM24015,110028187049,BP AMOCO CHEMICAL COMPANY,2800 FM 519 EAST,TEXAS CITY,GALVESTON,TX,77590,29.361045,-94.930351,NAD83,BP PRODUCTS N.A. INC,39596507.0,BP PRODUCTS NORTH AMERICA INC,NO,324,Petroleum,1312210659114,Phenol,NO,0000108952,YES,TRI,NO,Non_Metal,NO,Pounds,0.0,190.0,0.0,0.0,72000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72190.0,0.0,0.0,60.0,0.0,0.0,0.0,60.0,72190.0,0.0
2012,77522XXNCH5000B,110000463178,EXXONMOBIL BAYTOWN CHEMICAL PLANT (PART),5000 BAYWAY DR,BAYTOWN,HARRIS,TX,77520,29.73934,-95.022404,NAD83,EXXON MOBIL CORP,1213214.0,EXXON MOBIL CORP,NO,325,Chemicals,1312210434395,"1,3-Butadiene",NO,0000106990,YES,TRI,NO,Non_Metal,YES,Pounds,360.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,0.0
2012,77221CMCNC7030A,110000462151,SCHLUMBERGER TECHNOLOGY CORP,7030 ARDMORE,HOUSTON,HARRIS,TX,77054,29.69562,-95.37879,NAD83,SCHLUMBERGER HOLDINGS CORP,78675281.0,SCHLUMBERGER HOLDINGS CORP,NO,333,Machinery,1312210083871,Nickel,NO,0007440020,YES,TRI,YES,Elemental metals,YES,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,34730.0,0.0,0.0,0.0,34736.0,6.0,0.0
