YEAR,TRIFD,FRS_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,State,ZIP,LATITUDE,LONGITUDE,HORIZONTAL_DATUM,PARENT_CO_NAME,PARENT_CO_DB_NUM,STANDARD_PARENT_CO_NAME,FEDERAL_FACILITY,INDUSTRY_SECTOR_CODE,INDUSTRY_SECTOR,DOC_CTRL_NUM,CHEMICAL,ELEMENTAL_METAL_INCLUDED,TRI_CHEMICAL_COMPOUND_ID,CLEAN_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,UNIT_OF_MEASURE,FUGITIVE_AIR,STACK_AIR,WATER,UNDERGROUND,UNDERGROUND_CL_I,UNDERGROUND_C_II_V,LANDFILL,RCRA_C_LANDFILL,OTHER_LANDFILLS,SURFACE_IMPNDMNT,RCRA_SURFACE_IM,OTHER_SURFACE_I,OTHER_DISPOSAL,ON_SITE_RELEASE_TOTAL,POTW_TOTAL_TRANSFERS,OFF_SITE_RELEASE_TOTAL,OFF_SITE_RECYCLED_TOTAL,OFF_SITE_ENERGY_RECOVERY_T,OFF_SITE_TREATED_TOTAL,UNCLASSIFIED,TOTAL_TRANSFER,TOTAL_RELEASES,RELEASES
2010,77061LMNSG7300A,110002133780,LGC US ASSETS HOLDINGS LLC D.B.A. LAMONS,7300 AIRPORT BLVD,HOUSTON,HARRIS,TX,77061,29.65322,-95.2939,NAD83,,,,NO,332,Fabricated Metals,1310208202135,Copper,NO,0007440508,NO,TRI,YES,Elemental metals,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22402.0,0.0,0.0,0.0,22402.0,0.0,0.0
2010,77640CLRKR1801S,110000464006,PREMCOR REFINING GROUP INC PORT ARTHUR,1801 S GULFWAY DR,PORT ARTHUR,JEFFERSON,TX,77640,29.868333,-93.968333,NAD83,VALERO ENERGY CORP,43652424.0,VALERO ENERGY CORP,NO,324,Petroleum,1310208536983,Zinc compounds,NO,N982,NO,TRI,YES,Metal complound categories,NO,Pounds,4.0,17.0,1551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1572.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,1589.0,0.0
2010,75482CHLLN902HI,110008060267,EXTERIOR DOOR SULPHUR SPRINGS,902 HILLCREST DR,SULPHUR SPRINGS,HOPKINS,TX,75482,33.14897,-95.62421,NAD83,JELD-WEN INC,9040288.0,JELD-WEN INC,NO,321,Wood Products,1310208719043,Diisocyanates,NO,N120,NO,TRI,NO,Non_Metal,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,77017LYNDL12000,110058113704,HOUSTON REFINING LP,12000 LAWNDALE ST,HOUSTON,HARRIS,TX,77017,29.7125,-95.235833,NAD83,LYONDELLBASELL FINANCE CO,181843095.0,LYONDELLBASELL FINANCE CO,NO,324,Petroleum,1310208825137,Trichloroethylene,NO,0000079016,YES,TRI,NO,Non_Metal,YES,Pounds,10293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10293.0,0.0
2010,77520FLMNN75FM1,110027922657,FLOMIN INC,7500 FM 1405,BAYTOWN,CHAMBERS,TX,77523,29.7536,-94.8931,NAD83,SNF HOLDING CO,878930965.0,SNF HOLDING CO,NO,325,Chemicals,1310208511307,Allyl chloride,NO,0000107051,YES,TRI,NO,Non_Metal,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,77012HLLPT9701M,110000460885,VALERO REFINING - TEXAS L.P. HOUSTON REFINERY,9701 MANCHESTER,HOUSTON,HARRIS,TX,77012,29.722274,-95.254401,NAD83,VALERO ENERGY CORP,,VALERO ENERGY CORP,NO,324,Petroleum,1310208630842,Benzene,NO,0000071432,YES,TRI,NO,Non_Metal,YES,Pounds,1317.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3335.0,0.0,8.0,0.0,0.0,11.0,0.0,19.0,3343.0,0.0
2010,75633LSNPC1199C,110000598862,LOUISIANA PACIFIC CORP CARTHAGE OSB PLANT,1199 COUNTY RD 201,CARTHAGE,PANOLA,TX,75633,32.181582,-94.35685,NAD83,LOUISIANA PACIFIC CORP,61500534.0,LOUISIANA PACIFIC CORP,NO,321,Wood Products,1310208273060,Methanol,NO,0000067561,YES,TRI,NO,Non_Metal,NO,Pounds,1388.0,28182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29570.0,0.0
2010,75234NTNLH12827,110010659714,STANLEY BLACK & DECKER,12827 VALLEY BRANCH LN,FARMERS BRANCH,DALLAS,TX,75234,32.916636,-96.905374,NAD83,STANLEY BLACK & DECKER,1152461.0,STANLEY BLACK & DECKER,NO,332,Fabricated Metals,1310208360141,Nickel,NO,0007440020,YES,TRI,YES,Elemental metals,YES,Pounds,5.0,250.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,12.0,12.0,7859.0,0.0,0.0,0.0,7871.0,270.0,0.0
2010,77536SFTYK2027B,110000463365,CLEAN HARBORS DEER PARK LLC,2027 INDEPENDENCE PARKWAY SOUTH,LA PORTE,HARRIS,TX,77571,29.73028,-95.08981,NAD83,CLEAN HARBORS INC,157793639.0,CLEAN HARBORS INC,NO,562,Hazardous Waste,1310208822888,Thiophanate-methyl,NO,0023564058,NO,TRI,NO,Non_Metal,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,77041NTDGL6123C,110000461624,UNITED GALVANIZING INC.,6123 CUNNINGHAM RD,HOUSTON,HARRIS,TX,77041,29.856667,-95.58139,NAD83,,,,NO,332,Fabricated Metals,1310208135982,Lead compounds,NO,N420,YES,PBT,YES,Metal complound categories,NO,Pounds,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2146.0,0.0,0.0,0.0,2146.0,2.0,0.0
