YEAR,TRIFD,FRS_ID,4. FACILITY NAME,5. STREET ADDRESS,CITY,COUNTY,8. ST,ZIP,LATITUDE,LONGITUDE,14. HORIZONTAL DATUM,PARENT_CO_NAME,PARENT_CO_DB_NUM,STANDARD_PARENT_CO_NAME,FEDERAL_FACILITY,INDUSTRY_SECTOR_CODE,INDUSTRY_SECTOR,DOC_CTRL_NUM,CHEMICAL,ELEMENTAL_METAL_INCLUDED,TRI_CHEMICAL_COMPOUND_ID,CLEAN_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,UNIT_OF_MEASURE,FUGITIVE_AIR,STACK_AIR,WATER,UNDERGROUND,UNDERGROUND_CL_I,UNDERGROUND_C_II_V,LANDFILL,RCRA_C_LANDFILL,OTHER_LANDFILLS,SURFACE_IMPNDMNT,RCRA_SURFACE_IM,OTHER_SURFACE_I,OTHER_DISPOSAL,ON_SITE_RELEASE_TOTAL,POTW_TOTAL_TRANSFERS,OFF_SITE_RELEASE_TOTAL,OFF_SITE_RECYCLED_TOTAL,OFF_SITE_ENERGY_RECOVERY_T,OFF_SITE_TREATED_TOTAL,UNCLASSIFIED,TOTAL_TRANSFER,TOTAL_RELEASES,RELEASES
2020,7521WTHRML351WC,110060258901,THERMAL SOLUTIONS MANUFACTURING INC.,3051 W. COMMERCE STREET,DALLAS,DALLAS,TX,75212,32.77401,-96.87111,NAD83,THERMAL SOLUTIONS MANUFACTURING INC.,078415541,THERMAL SOLUTIONS MANUFACTURING INC,NO,336,Transportation Equipment,1320219279104,Copper,NO,0007440508,NO,TRI,YES,Elemental metals,NO,Pounds,0.04,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,63900.0,0.0,0.0,0.0,63900.0,0.76,0.0
2020,7836WFLNTHSUTHE,110043694767,FLINT HILLS RESOURCES INGLESIDE LLC,SOUTH END OF FM 1069,INGLESIDE,SAN PATRICIO,TX,78362,27.8252,-97.1975,NAD83,KOCH INDUSTRIES INC,006944334,KOCH INDUSTRIES INC,NO,4247,Petroleum Bulk Terminals,1320218949788,Lead compounds,NO,N420,YES,PBT,YES,Metal complound categories,NO,Pounds,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2020,77029BLNTC1305R,110000461349,BLENTECH CORP,1305 RYE ST,HOUSTON,HARRIS,TX,77029,29.76547,-95.27939,NAD83,,,,NO,325,Chemicals,1320219093794,Acrylic acid,NO,0000079107,YES,TRI,NO,Non_Metal,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,77507NSSKC10500,110000462963,NIPPON CHEMICAL TEXAS INC,10500 BAY AREA BLVD,PASADENA,HARRIS,TX,77507,29.608611,-95.051944,NAD83,JX HOLDINGS (USA) INC,,JX HOLDINGS (USA) INC,NO,325,Chemicals,1320219226457,"1,3-Butadiene",NO,0000106990,YES,TRI,NO,Non_Metal,YES,Pounds,136.14,372.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.89,0.0
2020,7902WCRGLL2888F,110034465585,CARGILL SWEET BRAN FEED MANUFACTURING FACILITY -- DALHART,2888 FM-1727,DALHART,DALLAM,TX,79022,36.07972,-102.549509,NAD83,CARGILL INC,006249189,CARGILL INC,NO,311,Food,1320219001726,Manganese,NO,0007439965,YES,TRI,YES,Elemental metals,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,79703BNCHM4113W,110000466040,SELECT CHEMISTRY - MIDLAND,4113 W INDUSTRIAL AVE,MIDLAND,MIDLAND,TX,79703,31.97001,-102.1233,NAD83,SELECT WATER SOLUTIONS LLC,195969837,SELECT WATER SOLUTIONS LLC,NO,325,Chemicals,1320219340698,Methanol,NO,0000067561,YES,TRI,NO,Non_Metal,NO,Pounds,750.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0
2020,77651TXCRFCORNE,110000599576,MOTIVA PORT NECHES TERMINAL,CORNER SPUR 136 & GRIGSBY DR,PORT NECHES,JEFFERSON,TX,77651,29.973553,-93.939461,NAD83,ARAMCO SERVICES CO,072200694,ARAMCO SERVICES CO,NO,4247,Petroleum Bulk Terminals,1320219077183,Ethylbenzene,NO,0000100414,YES,TRI,NO,Non_Metal,YES,Pounds,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
2020,77643WSTMNHWY73,110035783658,VEOLIA ES TECHNICAL SOLUTIONS LLC PORT ARTHUR FACILITY,7665 HWY 73,BEAUMONT,JEFFERSON,TX,77705,29.853056,-94.095278,NAD83,VEOLIA N.A. INC.,081134987,VEOLIA NORTH AMERICA,NO,562,Hazardous Waste,1320219315203,"Benzo[g,h,i]perylene",NO,0000191242,YES,PBT,NO,Non_Metal,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,77087SSPLT5614N,110037145862,S + S INDUSTRIES,5614 NUNN ST,HOUSTON,HARRIS,TX,77087,29.683778,-95.313078,NAD83,S + S INDUSTRIES,051882801,S + S INDUSTRIES,NO,332,Fabricated Metals,1320218713612,Zinc compounds,NO,N982,NO,TRI,YES,Metal complound categories,NO,Pounds,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.7,7706.7,0.0,0.0,0.0,0.0,7706.7,7709.7,0.0
2020,76712LHGHC1SWIC,110031018075,LEHIGH WHITE CEMENT CO / WACO PLANT,100 S WICKSON RD,WOODWAY,MCLENNAN,TX,76712,31.481987,-97.240773,NAD83,,,LEHIGH WHITE CEMENT CO LLC,NO,327,Nonmetallic Mineral Product,1320218732182,Lead compounds,NO,N420,YES,PBT,YES,Metal complound categories,NO,Pounds,0.98,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,132.1,0.0,0.0,0.0,132.1,2.22,0.0
